id;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;meta_immobile;list_file_ape_validated;plot_filename;classe_energetica_ape;epglnren_ape
698805;74.0;FABBRICATO;corso moncalieri;61;45.0535467;7.6908862;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;411.0;01/08/2021;1;False;[];;;
698806;71.0;FABBRICATO;corso moncalieri;61;45.0535467;7.6908862;Impianto sportivo;Prima del 1919;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;411.0;01/08/2021;1;False;[];;;
698807;128.0;FABBRICATO;corso moncalieri;61;45.0535467;7.6908862;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698808;88.0;FABBRICATO;corso moncalieri;61;45.0535467;7.6908862;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698809;110.0;FABBRICATO;corso moncalieri;61;45.0535467;7.6908862;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698810;84.0;FABBRICATO;corso moncalieri;61;45.0535467;7.6908862;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698811;66.0;FABBRICATO;corso moncalieri;64;45.0537649;7.689781;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698812;171.0;FABBRICATO;corso moncalieri;64;45.0537649;7.689781;Impianto sportivo;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698813;850.0;FABBRICATO;corso moncalieri;80;45.0533015;7.6900927;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
698814;1265.0;FABBRICATO;via manara luciano;10;45.0561299;7.6938316;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698815;64.0;FABBRICATO;via manara luciano;10;45.0561299;7.6938316;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698817;81.0;FABBRICATO;Via Mentana;14;45.0558633;7.6928851;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698818;4.0;FABBRICATO;Via Mentana;14;45.0558633;7.6928851;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698819;4.0;FABBRICATO;Via Mentana;14;45.0558633;7.6928851;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698820;523.2;FABBRICATO;corso moncalieri;48;45.0561321;7.6918593;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698822;120.0;FABBRICATO;Viale Umberto Cagni;37;45.0555059;7.6887424;Locale commerciale, negozio;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;33456.0;01/04/2021;1;False;[];;;
698824;657.0;FABBRICATO;Viale Virgilio;61;45.0528995;7.6867851;Impianto sportivo;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698825;2294.0;FABBRICATO;Viale Carlo Ceppi;5;45.0525921;7.6848724;Impianto sportivo;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698826;82.0;FABBRICATO;Viale Carlo Ceppi;5;45.0525921;7.6848724;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698827;59.0;FABBRICATO;Viale Carlo Ceppi;5;45.0525921;7.6848724;Impianto sportivo;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698828;68.0;FABBRICATO;Viale Carlo Ceppi;5;45.0525921;7.6848724;Impianto sportivo;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698829;62.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698830;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698831;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698832;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698833;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698834;76.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698835;58.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698836;77.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698837;59.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698838;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698839;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698840;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698841;76.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698842;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698843;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698844;59.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698845;76.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698846;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698847;79.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698848;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698849;77.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_113184_0161.xml'];ape_summary_ad5246d94590.html;D;116.94
698850;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698851;79.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698852;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698853;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698854;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698855;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698856;80.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698857;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698858;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698859;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698860;83.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698861;82.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698862;83.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698863;65.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698864;83.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698865;65.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0085.xml'];ape_summary_cdc130e3ab9b.html;F;205.28
698866;65.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698867;65.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698868;63.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698869;87.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698870;86.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698871;65.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698872;65.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698873;83.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698874;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698875;59.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698876;79.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698877;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698878;77.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698879;62.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698880;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_312661_0106.xml'];ape_summary_e3eef25dd980.html;E;151.52
698881;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0075.xml'];ape_summary_a024e84ff0c5.html;F;124.26
698882;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698883;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698884;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698885;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698886;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698887;79.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698888;62.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698889;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698890;62.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698891;80.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698892;80.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698893;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698894;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698895;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698896;77.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698897;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698898;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698899;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698900;62.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698901;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0074.xml'];ape_summary_9edcdafcc905.html;E;136.24
698902;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698903;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698904;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0086.xml'];ape_summary_0daf10e9a3bd.html;F;143.21
698905;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698906;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0087.xml'];ape_summary_2bec19b1985e.html;E;119.36
698907;80.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698908;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698909;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698910;62.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698911;79.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698912;79.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698913;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698914;76.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698915;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698916;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698917;77.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698918;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698919;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698920;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698921;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698922;77.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698923;59.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698924;76.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698925;58.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698926;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698927;61.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698928;116.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698929;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698930;79.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698931;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698932;76.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698933;76.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698934;59.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0088.xml'];ape_summary_6509bb25933c.html;F;137.37
