id;codice_comune;foglio;particella;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;meta_immobile;numero_immobili_per_catasto
691981;L219;1186;167;54.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691982;L219;1186;167;93.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691983;L219;1186;167;95.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691984;L219;1186;167;53.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691985;L219;1186;167;92.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691986;L219;1186;167;94.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691987;L219;1186;167;54.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691988;L219;1186;167;92.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691989;L219;1186;167;95.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691990;L219;1186;167;53.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691991;L219;1186;167;92.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691992;L219;1186;167;93.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691993;L219;1186;167;54.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691994;L219;1186;167;92.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691995;L219;1186;167;94.0;FABBRICATO;Via Bioglio;20;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691996;L219;1186;167;56.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691997;L219;1186;167;53.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691998;L219;1186;167;81.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
691999;L219;1186;167;69.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692000;L219;1186;167;54.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692001;L219;1186;167;91.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692002;L219;1186;167;96.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692003;L219;1186;167;53.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692004;L219;1186;167;93.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692005;L219;1186;167;98.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692006;L219;1186;167;53.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692007;L219;1186;167;90.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692008;L219;1186;167;97.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692009;L219;1186;167;53.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692010;L219;1186;167;92.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692011;L219;1186;167;99.0;FABBRICATO;Via Bioglio;24;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692012;L219;1186;167;56.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692013;L219;1186;167;68.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692014;L219;1186;167;80.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692015;L219;1186;167;53.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692016;L219;1186;167;98.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692017;L219;1186;167;91.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692018;L219;1186;167;53.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692019;L219;1186;167;99.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692020;L219;1186;167;92.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692021;L219;1186;167;53.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692022;L219;1186;167;99.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692023;L219;1186;167;92.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692024;L219;1186;167;54.0;FABBRICATO;Via Bioglio;30;45.0872881;7.6974772;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692026;L219;1379;130;900.0;FABBRICATO;via giordano bruno;11;45.0430313;7.6642897;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività artistica e culturale;;;;False;1
692027;L219;1380;10;60.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692028;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692029;L219;1380;10;63.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692030;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692031;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692032;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692033;L219;1380;10;60.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692034;L219;1380;10;61.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692035;L219;1380;10;63.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692036;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692037;L219;1380;10;61.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692038;L219;1380;10;60.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692039;L219;1380;10;61.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692040;L219;1380;10;63.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692041;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692042;L219;1380;10;63.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692043;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692044;L219;1380;10;63.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692045;L219;1380;10;60.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692046;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692047;L219;1380;10;64.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692048;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692049;L219;1380;10;63.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692050;L219;1380;10;61.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692051;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692052;L219;1380;10;61.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692053;L219;1380;10;20.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692054;L219;1380;10;63.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692055;L219;1380;10;62.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692056;L219;1380;10;61.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692057;L219;1380;10;64.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692058;L219;1380;10;61.0;FABBRICATO;Via Pasquale Galluppi;12;45.0438326;7.6615874;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692059;L219;1089;361;12.0;FABBRICATO;strada scarafiotti;43 A;45.1028189;7.7301626;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
692060;L219;1089;361;12.0;FABBRICATO;strada scarafiotti;43 A;45.1028189;7.7301626;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
